rows=1360
cols=1360
(27, 10, -879095946)
(27, 16, 1938000007)
(27, 18, -1384600485)
(27, 27, -997236813)
(27, 28, -545739708)
(27, 30, 1036293057)
(27, 37, 528916268)
(27, 64, 480753676)
(27, 65, 1744174226)
(27, 76, 900763096)
(27, 87, -881197878)
(27, 97, -1600767862)
(27, 106, -1452113144)
(27, 128, 644294297)
(27, 147, 274690747)
(27, 170, -227861945)
(27, 194, -2031674669)
(27, 195, 975230457)
(27, 213, -1861243765)
(27, 218, -1372149279)
(27, 228, -1868137473)
(27, 248, -1046697135)
(27, 257, -815748942)
(27, 269, 2139562028)
(27, 275, -798773425)
(27, 304, -1504391137)
(27, 334, 264637709)
(27, 345, -1667776725)
(27, 350, 1779995051)
(27, 380, 516987846)
(27, 391, -1541566906)
(27, 400, 70840093)
(27, 404, 122163426)
(27, 408, -1598303592)
(27, 426, 1252038852)
(27, 435, -190275687)
(27, 471, 1887616010)
(27, 476, 1633779203)
(27, 477, -1846868133)
(27, 503, 62361757)
(27, 537, 1131200144)
(27, 542, -1991846428)
(27, 556, 1572680270)
(27, 615, 1225197357)
(27, 620, 2078999380)
(27, 635, -319155855)
(27, 678, -1475742071)
(27, 682, 623235297)
(27, 691, -258017393)
(27, 693, -756473177)
(27, 696, 1014769426)
(27, 707, -1054083717)
(27, 709, -1393357124)
(27, 732, -798943427)
(27, 762, -388989361)
(27, 801, 150618790)
(27, 803, -1509008672)
(27, 808, 1398301378)
(27, 818, 905002084)
(27, 860, 408957354)
(27, 878, 789554600)
(27, 889, 136838670)
(27, 913, -2095475435)
(27, 918, -554399028)
(27, 933, 206553998)
(27, 991, -1883855131)
(27, 994, 79308616)
(27, 1001, -358074781)
(27, 1005, -1902960876)
(27, 1041, 1592905706)
(27, 1079, 1195297729)
(27, 1101, 1239735490)
(27, 1105, 1362311755)
(27, 1111, -1353072987)
(27, 1126, 223224587)
(27, 1128, 1844640965)
(27, 1133, -1575229538)
(27, 1145, -1695670473)
(27, 1154, -1197230135)
(27, 1162, 1291911728)
(27, 1177, -296772702)
(27, 1222, 209555096)
(27, 1235, 1472197696)
(27, 1241, 1274879443)
(27, 1244, -1134544962)
(27, 1254, 1295785769)
(27, 1255, 738244579)
(27, 1266, 696516710)
(27, 1297, 1028325439)
(27, 1328, -1925914685)
(87, 1, 1786741719)
(87, 8, -115421810)
(87, 30, -1742668425)
(87, 33, 777198816)
(87, 35, -1404225221)
(87, 40, -138891147)
(87, 42, -110304890)
(87, 44, -446058227)
(87, 54, 1263449131)
(87, 59, 805780315)
(87, 65, 1017750528)
(87, 67, 887985423)
(87, 70, -121515080)
(87, 71, -715523768)
(87, 75, 1408093686)
(87, 86, -474363225)
(87, 100, 1107435549)
(87, 109, 1518212095)
(87, 110, -1277635911)
(87, 113, -1594664736)
(87, 119, 1761344957)
(87, 122, 934685184)
(87, 127, 684596122)
(87, 139, -1102798103)
(87, 140, -1356782010)
(87, 151, -1786507440)
(87, 153, -1683151228)
