rows=7191
cols=3881
(24, 22, 43780598)
(24, 295, -732694918)
(24, 332, -1750708863)
(24, 349, 1878079603)
(24, 361, 1275073)
(24, 485, -1911564926)
(24, 486, 1472203623)
(24, 494, 1443803899)
(24, 540, -43912787)
(24, 548, 1503608518)
(24, 584, -1419486681)
(24, 589, -1507346095)
(24, 679, -1485457179)
(24, 690, -1672830322)
(24, 714, -94911999)
(24, 872, -12151233)
(24, 962, -472542691)
(24, 1000, 441758885)
(24, 1001, -1712099573)
(24, 1026, -1830458496)
(24, 1036, 2024812850)
(24, 1083, 1784536055)
(24, 1101, 822385665)
(24, 1188, -533629011)
(24, 1206, -1879764590)
(24, 1238, -1414674037)
(24, 1331, -1742211288)
(24, 1423, 397017500)
(24, 1430, 1523144288)
(24, 1443, -1314162072)
(24, 1529, -1821960895)
(24, 1630, 460710743)
(24, 1664, 1778454398)
(24, 1693, -1304200770)
(24, 1713, -1362340727)
(24, 1739, 903459241)
(24, 1742, 575966521)
(24, 1802, -649348566)
(24, 1803, -695776685)
(24, 1820, 1197125999)
(24, 1849, 676586900)
(24, 1890, 1073077075)
(24, 1947, -660044212)
(24, 2006, 2123031063)
(24, 2020, -935440095)
(24, 2042, 852062006)
(24, 2082, 1627671742)
(24, 2141, 1101352849)
(24, 2216, 2013990975)
(24, 2320, -1950322109)
(24, 2363, 1823223569)
(24, 2378, -2119172167)
(24, 2412, -1368416268)
(24, 2424, -517968090)
(24, 2438, -1588655440)
(24, 2644, 315717070)
(24, 2814, -1901187465)
(24, 2844, -1165517604)
(24, 2850, -955413215)
(24, 2885, 662112792)
(24, 2930, -22709184)
(24, 3041, -45533126)
(24, 3055, 1702354775)
(24, 3068, 74280211)
(24, 3110, -770555495)
(24, 3114, -1099171175)
(24, 3171, -1058554851)
(24, 3179, 617310389)
(24, 3209, -1659255688)
(24, 3217, -1963011188)
(24, 3219, -1028009942)
(24, 3247, 733962454)
(24, 3250, 1413601868)
(24, 3270, -1573137379)
(24, 3354, -498869285)
(24, 3388, 275558789)
(24, 3455, 534579896)
(24, 3497, -2026769197)
(24, 3558, 209582328)
(24, 3568, -1289630277)
(24, 3600, -1821525057)
(24, 3752, 1388069110)
(24, 3790, -616283940)
(24, 3795, -2128305003)
(24, 3821, -539633913)
(24, 3851, -483135156)
(24, 3875, 1150593284)
(31, 8, -1324622206)
(31, 126, -633512966)
(31, 145, 1979256327)
(31, 249, -1870905986)
(31, 325, 448834570)
(31, 356, 971768262)
(31, 360, 1129166921)
(31, 382, -904533199)
(31, 394, 1132124809)
(31, 399, 145026564)
(31, 468, 1078593393)
(31, 534, 1368583813)
(31, 560, 824672916)
(31, 614, 1411241262)
(31, 633, 146431655)
(31, 640, 2121312350)
(31, 683, -1682472536)
(31, 730, 319274496)
(31, 739, 396406276)
(31, 769, -1722473133)
(31, 772, 398215164)
(31, 799, 405459177)
(31, 820, -1465397050)
(31, 861, 835473248)
(31, 872, -236802760)
(31, 891, 1569551383)
(31, 960, 1499289686)
(31, 969, -660519251)
(31, 978, -1752472798)
(31, 982, -1013092021)
(31, 990, -2055109555)
(31, 1087, -1728415434)
(31, 1088, -1805700566)
(31, 1103, 32827467)
(31, 1122, 121085679)
(31, 1128, 1319669398)
(31, 1145, -577943919)
(31, 1179, -1681672656)
(31, 1205, -994546337)
(31, 1214, 2043107160)
(31, 1261, 519630128)
(31, 1333, -151239828)
(31, 1336, -1666385266)
(31, 1340, 218691424)
(31, 1361, 1029159496)
(31, 1374, 321155066)
(31, 1384, -1026739752)
(31, 1408, -46149434)
(31, 1423, -421666073)
(31, 1435, -1968462850)
(31, 1443, -756847344)
(31, 1460, -1564005127)
(31, 1501, 988070021)
(31, 1509, 1372236760)
(31, 1515, 890417847)
(31, 1622, -1859332643)
(31, 1809, -85633881)
(31, 1810, 232482107)
(31, 1816, 802900272)
(31, 1935, 58905214)
(31, 1984, -1985565328)
(31, 2114, -1709064587)
(31, 2123, -1474846065)
(31, 2132, 1620238007)
(31, 2144, -1334290936)
