rows=4276
cols=1587
(14, 43, -1275474205)
(14, 62, 73900206)
(14, 135, 1758067022)
(14, 146, 2146934163)
(14, 148, -549506678)
(14, 152, -1687771866)
(14, 160, -294932436)
(14, 184, 286249866)
(14, 210, 1192573931)
(14, 220, 304847189)
(14, 293, -381109693)
(14, 300, -1414260426)
(14, 329, 1761238361)
(14, 378, 2049013921)
(14, 383, 400684742)
(14, 466, 1758010151)
(14, 492, 617799455)
(14, 591, -1921496808)
(14, 596, -865124943)
(14, 598, -1051913559)
(14, 606, 2120369618)
(14, 633, 1871162468)
(14, 674, 245227773)
(14, 675, 1008381519)
(14, 691, -866579629)
(14, 735, 1877293704)
(14, 736, -181590536)
(14, 743, 177127100)
(14, 773, -1311247432)
(14, 799, -1653153015)
(14, 820, -1773403290)
(14, 845, 1658240542)
(14, 868, 1602811801)
(14, 872, 2107909623)
(14, 899, -1440793325)
(14, 902, -1842176956)
(14, 905, -461993361)
(14, 927, 1734376857)
(14, 936, 1165111961)
(14, 957, -1745486672)
(14, 983, 564495661)
(14, 985, 272217782)
(14, 999, 1254088253)
(14, 1004, -1479757865)
(14, 1010, -796953120)
(14, 1026, 1103622758)
(14, 1076, -2041227786)
(14, 1097, 1111219188)
(14, 1098, -808094900)
(14, 1154, 429192747)
(14, 1246, -593518107)
(14, 1256, -1154649962)
(14, 1278, 1124496395)
(14, 1415, 1504675717)
(14, 1422, -891737511)
(14, 1487, 448053133)
(14, 1511, -2100265311)
(14, 1566, 1298707285)
(14, 1575, -742022475)
(28, 7, 1978424277)
(28, 11, 1048020146)
(28, 37, 434055236)
(28, 211, 1563908263)
(28, 216, -1244607989)
(28, 265, 1171502021)
(28, 314, 393892202)
(28, 322, 1561142224)
(28, 368, 1961303246)
(28, 415, 1921499750)
(28, 425, -1188889970)
(28, 448, 358669512)
(28, 461, -189270917)
(28, 503, 757458246)
(28, 510, -922019372)
(28, 521, 202930169)
(28, 545, -640759660)
(28, 570, -57261656)
(28, 591, -1269566905)
(28, 643, 818485573)
(28, 652, 1535211890)
(28, 668, -478722851)
(28, 688, 1951094239)
(28, 716, -2078610565)
(28, 724, -566258106)
(28, 742, -704133635)
(28, 744, -92964373)
(28, 751, -1805205853)
(28, 819, 2080506395)
(28, 996, 816633631)
(28, 1007, 1310194760)
(28, 1028, -757181977)
(28, 1083, -1275277745)
(28, 1095, 929520491)
(28, 1161, 1557972392)
(28, 1217, 1883085645)
(28, 1252, 615440100)
(28, 1277, -14568253)
(28, 1303, -123965863)
(28, 1304, -453274521)
(28, 1362, -1817175015)
(28, 1369, -1038040235)
(28, 1395, -1354974169)
(28, 1403, 381237289)
(28, 1413, 1727295448)
(28, 1442, -505171736)
(28, 1501, -1096831953)
(28, 1528, 1055574885)
(28, 1531, 1727132490)
(75, 78, -612863781)
(75, 137, 1330202570)
(75, 188, -472374929)
(75, 203, -407744884)
(75, 206, 1339225419)
(75, 209, -1176152456)
(75, 223, -926883099)
(75, 320, -1525022067)
(75, 388, 2058574891)
(75, 526, 888182326)
(75, 634, 850956696)
(75, 673, 1304151851)
(75, 682, 757888452)
(75, 731, -2051489420)
(75, 738, 1644054628)
(75, 769, -1739024308)
(75, 774, -1191728587)
(75, 780, 1497590661)
(75, 791, 798002859)
(75, 882, 1277995019)
(75, 939, 318071357)
(75, 948, -1508627105)
(75, 963, 1585971152)
(75, 1048, -1063297887)
(75, 1067, -367090068)
(75, 1119, -1967222700)
(75, 1139, 1743508672)
(75, 1232, -1966614941)
(75, 1265, 1333798240)
(75, 1288, -646874357)
(75, 1300, 239689271)
(75, 1324, 1144713166)
(75, 1330, -1720484978)
(75, 1345, 1677565733)
(75, 1366, 1977280297)
(75, 1368, -1019983234)
(75, 1390, -1421121396)
(75, 1410, 87360788)
(75, 1446, -341086284)
(75, 1477, 916873518)
(92, 11, 732667853)
(92, 71, 1444594327)
(92, 98, -855622489)
(92, 156, -1177791179)
(92, 191, -908497330)
(92, 225, 365384645)
(92, 363, 343058356)
(92, 520, -1544265458)
(92, 549, -1644124149)
(92, 609, 1577542829)
(92, 693, 1211929046)
(92, 701, -2146489277)
(92, 787, 1876763045)
(92, 803, 244468172)
(92, 807, -280617708)
(92, 811, -1490255388)
(92, 831, -1229628557)
(92, 850, 1806034467)
(92, 862, -588150850)
(92, 888, -1344030028)
