rows=3822
cols=3822
(10, 0, 64771233)
(10, 4, -778302566)
(10, 13, -467119440)
(10, 54, -1034172411)
(10, 57, 1695316072)
(10, 58, -1967752952)
(10, 75, -1920063984)
(10, 78, -356564702)
(10, 81, 37662392)
(10, 103, 1472146624)
(10, 113, 950658512)
(10, 120, 286312944)
(10, 126, -1897833441)
(10, 135, -947939729)
(10, 156, 29854792)
(10, 164, 754814440)
(10, 170, 1509056804)
(10, 172, 1057166235)
(10, 173, 967942120)
(10, 188, 120792194)
(10, 190, 1900450176)
(10, 199, -880452222)
(10, 227, 598830443)
(10, 235, -1448624486)
(10, 237, 981537128)
(10, 238, 1712808459)
(10, 248, -1306314728)
(10, 249, -194339726)
(10, 265, -619825838)
(10, 280, -909044160)
(10, 282, -1515905148)
(10, 285, -1845657875)
(10, 288, -1460845468)
(10, 298, -1638437036)
(10, 303, 1001771892)
(10, 304, -333991568)
(10, 307, 376778776)
(10, 310, 1908459520)
(10, 315, 158179412)
(10, 326, 1944882490)
(10, 331, -1263966518)
(10, 365, 210646576)
(10, 371, 284634942)
(10, 377, 392969752)
(10, 382, -1518540399)
(10, 385, 79929226)
(10, 388, -1153920594)
(10, 392, -1025757575)
(10, 395, 1175590338)
(10, 398, -1988046200)
(10, 406, 143580800)
(10, 409, 1491606376)
(10, 419, 802711320)
(10, 427, 492459619)
(10, 428, 1562462236)
(10, 430, -1358445462)
(10, 435, -1218543798)
(10, 440, -1261416604)
(10, 446, -1402995210)
(10, 459, -1246049240)
(10, 470, -767274646)
(10, 479, 951511488)
(10, 480, 1888297104)
(10, 490, -1303339416)
(10, 494, -1806827397)
(10, 498, 1101362590)
(10, 506, 888503720)
(10, 509, 1785937664)
(10, 514, -1701193512)
(10, 518, -987469345)
(10, 520, -1541554122)
(10, 525, -1805115176)
(10, 533, -2006414908)
(10, 542, 1568019644)
(10, 548, -1475120328)
(10, 550, 2108178567)
(10, 563, 1189897180)
(10, 565, -55871234)
(10, 573, 1259727214)
(10, 584, -172189032)
(10, 593, 1571914913)
(10, 596, -876337070)
(10, 598, 1675800019)
(10, 602, 1615797614)
(10, 608, -1354762957)
(10, 620, 139482752)
(10, 664, 798587376)
(10, 670, -44162553)
(10, 680, 1609074408)
(10, 684, -1742254685)
(10, 691, 1501118319)
(10, 692, 1842716554)
(10, 695, -1152689616)
(10, 697, 1922854046)
(10, 711, 205953316)
(10, 718, 1784441774)
(10, 722, -1981046984)
(10, 724, -1405062828)
(10, 727, -1985199320)
(10, 731, -2030799616)
(10, 754, 1396019453)
(10, 758, 774380600)
(10, 759, 805687000)
(10, 765, 1669496466)
(10, 766, 1809793702)
(10, 769, 124484856)
(10, 791, 808122994)
(10, 802, -1640691160)
(10, 807, -386227644)
(10, 820, 1708985610)
(10, 837, -1629612695)
(10, 839, -1978056801)
(10, 859, 1036392856)
(10, 865, 2041838492)
(10, 874, -811404695)
(10, 894, -1366182842)
(10, 901, -531000375)
(10, 906, 1001999336)
(10, 908, -259226458)
(10, 918, 508578554)
(10, 921, -1796800135)
(10, 930, -568763948)
(10, 934, -1853393696)
(10, 952, -1870749265)
(10, 954, -2102076350)
(10, 960, -1306008888)
(10, 975, -1319140849)
(10, 981, -388981998)
(10, 983, -929608304)
(10, 985, 954674432)
(10, 989, 687581746)
(10, 1006, -139056987)
(10, 1007, -1369697036)
(10, 1018, 1800805258)
(10, 1019, 2092379736)
(10, 1025, -9816292)
(10, 1029, 1585432020)
(10, 1032, 1542728688)
(10, 1041, 90875138)
(10, 1055, -1912153582)
(10, 1065, -1253259624)
(10, 1068, 2132664000)
(10, 1075, -972497048)
(10, 1077, 1586662920)
(10, 1079, -628863333)
(10, 1090, 1324715603)
(10, 1098, 786229529)
(10, 1125, -1422326840)
(10, 1135, -767590470)
(10, 1140, 1044627273)
(10, 1152, 822636896)
(10, 1153, 195081192)
(10, 1158, 2565320)
(10, 1161, -139332408)
(10, 1168, -1903414832)
(10, 1170, 113972896)
(10, 1173, -81664090)
(10, 1179, -417264256)
(10, 1182, 2030871514)
(10, 1183, 89237370)
(10, 1189, 1083801340)
(10, 1195, -133625727)
(10, 1212, -511389128)
(10, 1213, -1195520688)
(10, 1227, -1167091928)
(10, 1239, 1217264908)
(10, 1241, 1137220395)
(10, 1246, 762612910)
(10, 1250, 206482810)
(10, 1253, 392753028)
(10, 1259, 1690960854)
(10, 1261, 904824275)
(10, 1264, -719417600)
(10, 1270, 1612319872)
(10, 1271, 445108709)
(10, 1286, -1639156924)
(10, 1306, -361036330)
(10, 1308, 51084866)
(10, 1360, 235450102)
(10, 1362, 1913316814)
(10, 1372, 1849617336)
(10, 1404, -1980802513)
(10, 1418, 2012897037)
(10, 1422, 890789906)
(10, 1441, 268597459)
(10, 1447, 2130541552)
(10, 1459, -98147412)
(10, 1476, 1557461844)
